"order_id","order_date","customer_id","product_id","order_details_id","quantity","order_sales","order_profits","order_profit_ratio","order_discount","customer_name","customer_segment","shipping_region","shipping_city","shipping_state","shipping_country","shipping_postal_code","shipping_date","shipping_mode","product_name","product_category","product_subcategory","product_manufacturer"
"CA-2016-138219","2016-03-23 00:00:00","73","1347","2739","4","33","17","0.5","0","Bart Pistole","Corporate","West","Los Angeles","California","United States","90049","2016-03-30 00:00:00","Standard Class","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","Office Supplies","Paper","REDIFORM"
"CA-2016-138331","2016-08-07 00:00:00","374","1500","2740","10","107","11","0.1","0.2","Jim Karlsson","Consumer","East","Philadelphia","Pennsylvania","United States","19120","2016-08-12 00:00:00","Standard Class","Stanley Contemporary Battery Pencil Sharpeners","Office Supplies","Art","Stanley"
"CA-2016-138457","2016-09-13 00:00:00","47","795","2741","4","13","-10","-0.77","0.7","Anne McFarland","Consumer","South","Jacksonville","North Carolina","United States","28540","2016-09-17 00:00:00","Standard Class","Heavy-Duty E-Z-D Binders","Office Supplies","Binders","Other"
"CA-2016-138485","2016-02-27 00:00:00","577","1095","2742","9","539","81","0.15","0","Nora Paige","Consumer","West","Seattle","Washington","United States","98105","2016-03-01 00:00:00","Second Class","Microsoft Natural Keyboard Elite","Technology","Accessories","Microsoft"
"CA-2016-138492","2016-05-15 00:00:00","288","647","2743","2","52","-10","-0.2","0.2","Fred Chung","Corporate","East","Philadelphia","Pennsylvania","United States","19140","2016-05-22 00:00:00","Standard Class","Fellowes Neat Ideas Storage Cubes","Office Supplies","Storage","Fellowes"
"CA-2016-138534","2016-07-17 00:00:00","368","1429","2744","2","195","-14","-0.07","0.15","Jessica Myrick","Consumer","West","Bakersfield","California","United States","93309","2016-07-19 00:00:00","Second Class","Sauder Camden County Collection Libraries, Planked Cherry Finish","Furniture","Bookcases","Sauder"
"CA-2016-138625","2016-11-02 00:00:00","259","607","2745","4","198","55","0.28","0","Emily Grady","Consumer","South","Chesapeake","Virginia","United States","23320","2016-11-05 00:00:00","First Class","Eureka Hand Vacuum, Bagless","Office Supplies","Appliances","Eureka"
"CA-2016-138674","2016-11-14 00:00:00","438","110","2746","5","9","2","0.26","0.2","Ken Black","Corporate","West","Springfield","Oregon","United States","97477","2016-11-17 00:00:00","First Class","Advantus Push Pins","Office Supplies","Fasteners","Advantus"
"CA-2016-138674","2016-11-14 00:00:00","438","921","2747","3","91","5","0.05","0.2","Ken Black","Corporate","West","Springfield","Oregon","United States","97477","2016-11-17 00:00:00","First Class","Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB","Technology","Accessories","Imation"
"CA-2016-138674","2016-11-14 00:00:00","438","1273","2748","4","160","30","0.19","0.2","Ken Black","Corporate","West","Springfield","Oregon","United States","97477","2016-11-17 00:00:00","First Class","Plantronics Audio 478 Stereo USB Headset","Technology","Accessories","Plantronics"
"CA-2016-138898","2016-05-25 00:00:00","411","949","2749","13","846","85","0.1","0.2","Justin Hirsh","Consumer","West","Pueblo","Colorado","United States","81001","2016-05-29 00:00:00","Standard Class","Kensington 4 Outlet MasterPiece Compact Power Control Center","Office Supplies","Appliances","Kensington"
"CA-2016-138954","2016-11-15 00:00:00","518","411","2750","6","35","12","0.34","0.2","Maya Herman","Corporate","East","New York City","New York","United States","10035","2016-11-17 00:00:00","First Class","Cardinal Holdit Data Disk Pockets","Office Supplies","Binders","Cardinal"
"CA-2016-138954","2016-11-15 00:00:00","518","581","2751","3","71","21","0.29","0","Maya Herman","Corporate","East","New York City","New York","United States","10035","2016-11-17 00:00:00","First Class","Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays","Office Supplies","Storage","Eldon"
"CA-2016-138954","2016-11-15 00:00:00","518","1133","2752","6","119","36","0.3","0","Maya Herman","Corporate","East","New York City","New York","United States","10035","2016-11-17 00:00:00","First Class","Newell 319","Office Supplies","Art","Newell"
"CA-2016-139094","2016-11-22 00:00:00","519","820","2753","2","207","-33","-0.16","0.3","Meg O'Connel","Home Office","Central","San Antonio","Texas","United States","78207","2016-11-27 00:00:00","Standard Class","Hon 2111 Invitation Series Straight Table","Furniture","Tables","Hon"
"CA-2016-139164","2016-06-23 00:00:00","156","151","2754","3","5","2","0.33","0","Christine Sundaresam","Consumer","West","Long Beach","California","United States","90805","2016-06-28 00:00:00","Standard Class","Assorted Color Push Pins","Office Supplies","Fasteners","Other"
"CA-2016-139164","2016-06-23 00:00:00","156","944","2755","3","144","9","0.06","0.2","Christine Sundaresam","Consumer","West","Long Beach","California","United States","90805","2016-06-28 00:00:00","Standard Class","JBL Micro Wireless Portable Bluetooth Speaker","Technology","Phones","Other"
"CA-2016-139164","2016-06-23 00:00:00","156","1277","2756","2","218","19","0.09","0.2","Christine Sundaresam","Consumer","West","Long Beach","California","United States","90805","2016-06-28 00:00:00","Standard Class","Plantronics CS 50-USB - headset - Convertible, Monaural","Technology","Phones","Plantronics"
"CA-2016-139248","2016-07-25 00:00:00","661","1107","2757","5","624","39","0.06","0.2","Russell D'Ascenzo","Consumer","West","Los Angeles","California","United States","90032","2016-07-30 00:00:00","Standard Class","Motorola L703CM","Technology","Phones","Motorola"
"CA-2016-139290","2016-10-26 00:00:00","491","217","2758","2","6","3","0.46","0","Maribeth Yedwab","Corporate","West","Rancho Cucamonga","California","United States","91730","2016-10-30 00:00:00","Standard Class","Avery 507","Office Supplies","Labels","Avery"
"CA-2016-139374","2016-09-10 00:00:00","23","743","2759","1","180","-3","-0.01","0.3","Alex Russell","Corporate","Central","Austin","Texas","United States","78745","2016-09-14 00:00:00","Standard Class","Global Commerce Series Low-Back Swivel/Tilt Chairs","Furniture","Chairs","Global"
"CA-2016-139584","2016-08-24 00:00:00","253","1080","2760","2","26","12","0.45","0","Eleni McCrary","Corporate","East","New York City","New York","United States","10009","2016-08-28 00:00:00","Standard Class","Memorex Micro Travel Drive 8 GB","Technology","Accessories","Memorex"
"CA-2016-139584","2016-08-24 00:00:00","253","428","2761","2","284","-76","-0.27","0.4","Eleni McCrary","Corporate","East","New York City","New York","United States","10009","2016-08-28 00:00:00","Standard Class","Chromcraft Rectangular Conference Tables","Furniture","Tables","Chromcraft"
"CA-2016-139731","2016-10-15 00:00:00","382","1274","2762","3","264","43","0.16","0.2","Joel Eaton","Consumer","Central","Amarillo","Texas","United States","79109","2016-10-15 00:00:00","Same Day","Plantronics Audio 995 Wireless Stereo Headset","Technology","Accessories","Plantronics"
"CA-2016-139731","2016-10-15 00:00:00","382","828","2763","5","2453","-350","-0.14","0.3","Joel Eaton","Consumer","Central","Amarillo","Texas","United States","79109","2016-10-15 00:00:00","Same Day","HON 5400 Series Task Chairs for Big and Tall","Furniture","Chairs","Hon"
"CA-2016-139738","2016-09-25 00:00:00","192","359","2764","7","129","13","0.1","0.2","Dana Kaydos","Consumer","Central","Rockford","Illinois","United States","61107","2016-09-29 00:00:00","Standard Class","Boston KS Multi-Size Manual Pencil Sharpener","Office Supplies","Art","Boston"
"CA-2016-139780","2016-12-31 00:00:00","46","655","2765","8","116","52","0.45","0","Anna Häberlin","Corporate","Central","Detroit","Michigan","United States","48205","2017-01-02 00:00:00","Second Class","Fellowes Presentation Covers for Comb Binding Machines","Office Supplies","Binders","Fellowes"
"CA-2016-139850","2016-06-12 00:00:00","304","1797","2766","4","21","7","0.35","0.2","Giulietta Baptist","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-06-17 00:00:00","Standard Class","Xerox 1997","Office Supplies","Paper","Xerox"
"CA-2016-139850","2016-06-12 00:00:00","304","483","2767","2","43","4","0.1","0.2","Giulietta Baptist","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-06-17 00:00:00","Standard Class","DataProducts Ampli Magnifier Task Lamp, Black,","Furniture","Furnishings","Other"
"CA-2016-139962","2016-12-13 00:00:00","215","1827","2768","3","19","9","0.48","0","Dean percer","Home Office","East","Revere","Massachusetts","United States","2151","2016-12-20 00:00:00","Standard Class","Xerox 222","Office Supplies","Paper","Xerox"
"CA-2016-139962","2016-12-13 00:00:00","215","674","2769","2","38","19","0.5","0","Dean percer","Home Office","East","Revere","Massachusetts","United States","2151","2016-12-20 00:00:00","Standard Class","Flexible Leather- Look Classic Collection Ring Binder","Office Supplies","Binders","Other"
"CA-2016-140025","2016-04-07 00:00:00","607","1329","2770","6","384","48","0.13","0.2","Peter Fuller","Consumer","Central","San Antonio","Texas","United States","78207","2016-04-11 00:00:00","Standard Class","Razer Kraken PRO Over Ear PC and Music Headset","Technology","Accessories","Razer"
"CA-2016-140025","2016-04-07 00:00:00","607","864","2771","8","463","-1181","-2.55","0.8","Peter Fuller","Consumer","Central","San Antonio","Texas","United States","78207","2016-04-11 00:00:00","Standard Class","Hoover Upright Vacuum With Dirt Cup","Office Supplies","Appliances","Hoover"
"CA-2016-140144","2016-06-20 00:00:00","717","1118","2772","3","126","47","0.38","0.2","Stewart Carmichael","Corporate","West","San Francisco","California","United States","94122","2016-06-25 00:00:00","Second Class","netTALK DUO VoIP Telephone Service","Technology","Phones","Other"
"CA-2016-140144","2016-06-20 00:00:00","717","875","2773","6","258","100","0.39","0","Stewart Carmichael","Corporate","West","San Francisco","California","United States","94122","2016-06-25 00:00:00","Second Class","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","Furniture","Furnishings","Howard Miller"
"CA-2016-140221","2016-03-05 00:00:00","490","592","2774","2","5","-2","-0.4","0.6","Maribeth Schnelling","Consumer","Central","Chicago","Illinois","United States","60653","2016-03-09 00:00:00","Second Class","Eldon Wave Desk Accessories","Furniture","Furnishings","Eldon"
"CA-2016-140221","2016-03-05 00:00:00","490","1261","2775","2","11","-17","-1.5","0.8","Maribeth Schnelling","Consumer","Central","Chicago","Illinois","United States","60653","2016-03-09 00:00:00","Second Class","Performers Binder/Pad Holder, Black","Office Supplies","Binders","Other"
"CA-2016-140221","2016-03-05 00:00:00","490","462","2776","2","60","6","0.1","0.2","Maribeth Schnelling","Consumer","Central","Chicago","Illinois","United States","60653","2016-03-09 00:00:00","Second Class","Companion Letter/Legal File, Black","Office Supplies","Storage","Other"
"CA-2016-140221","2016-03-05 00:00:00","490","172","2777","5","181","-471","-2.6","0.8","Maribeth Schnelling","Consumer","Central","Chicago","Illinois","United States","60653","2016-03-09 00:00:00","Second Class","Avanti 4.4 Cu. Ft. Refrigerator","Office Supplies","Appliances","Avanti"
"CA-2016-140375","2016-10-02 00:00:00","697","696","2778","1","7","4","0.49","0","Sheri Gordon","Consumer","East","Rockville","Maryland","United States","20852","2016-10-05 00:00:00","Second Class","GBC Plastic Binding Combs","Office Supplies","Binders","GBC"
"CA-2016-140375","2016-10-02 00:00:00","697","1805","2779","3","19","9","0.48","0","Sheri Gordon","Consumer","East","Rockville","Maryland","United States","20852","2016-10-05 00:00:00","Second Class","Xerox 202","Office Supplies","Paper","Xerox"
"CA-2016-140410","2016-11-03 00:00:00","176","458","2780","3","43","17","0.39","0","Corinna Mitchell","Home Office","West","Los Angeles","California","United States","90008","2016-11-07 00:00:00","Standard Class","Coloredge Poster Frame","Furniture","Furnishings","Other"
"CA-2016-140410","2016-11-03 00:00:00","176","1025","2781","3","90","38","0.42","0","Corinna Mitchell","Home Office","West","Los Angeles","California","United States","90008","2016-11-07 00:00:00","Standard Class","Logitech Trackman Marble Mouse","Technology","Accessories","Logitech"
"CA-2016-140410","2016-11-03 00:00:00","176","436","2782","7","1213","106","0.09","0.2","Corinna Mitchell","Home Office","West","Los Angeles","California","United States","90008","2016-11-07 00:00:00","Standard Class","Cisco IP Phone 7961G-GE VoIP phone","Technology","Phones","Cisco"
"CA-2016-140557","2016-09-07 00:00:00","735","1329","2783","7","560","168","0.3","0","Tanja Norvell","Home Office","East","New York City","New York","United States","10009","2016-09-11 00:00:00","Standard Class","Razer Kraken PRO Over Ear PC and Music Headset","Technology","Accessories","Razer"
"CA-2016-140718","2016-07-02 00:00:00","281","1652","2784","2","3","-2","-0.8","0.7","Frank Atkinson","Corporate","South","Raleigh","North Carolina","United States","27604","2016-07-04 00:00:00","First Class","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","Binders","Wilson Jones"
"CA-2016-140718","2016-07-02 00:00:00","281","1567","2785","2","9","3","0.35","0.2","Frank Atkinson","Corporate","South","Raleigh","North Carolina","United States","27604","2016-07-04 00:00:00","First Class","Things To Do Today Pad","Office Supplies","Paper","Things To Do"
"CA-2016-140718","2016-07-02 00:00:00","281","733","2786","1","74","8","0.11","0.2","Frank Atkinson","Corporate","South","Raleigh","North Carolina","United States","27604","2016-07-04 00:00:00","First Class","Geemarc AmpliPOWER60","Technology","Phones","Other"
"CA-2016-140718","2016-07-02 00:00:00","281","16","2787","10","160","46","0.29","0.2","Frank Atkinson","Corporate","South","Raleigh","North Carolina","United States","27604","2016-07-04 00:00:00","First Class","24-Hour Round Wall Clock","Furniture","Furnishings","Other"
"CA-2016-140830","2016-11-30 00:00:00","597","5","2788","2","17","8","0.47","0","Paul Stevenson","Home Office","South","Henderson","Kentucky","United States","42420","2016-12-02 00:00:00","Second Class","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes","Office Supplies","Envelopes","Other"
"CA-2016-140830","2016-11-30 00:00:00","597","1588","2789","2","72","32","0.45","0","Paul Stevenson","Home Office","South","Henderson","Kentucky","United States","42420","2016-12-02 00:00:00","Second Class","Tyvek  Top-Opening Peel & Seel  Envelopes, Gray","Office Supplies","Envelopes","Tyvek"
"CA-2016-140921","2016-02-03 00:00:00","25","458","2790","2","28","11","0.39","0","Allen Armold","Consumer","Central","Omaha","Nebraska","United States","68104","2016-02-05 00:00:00","First Class","Coloredge Poster Frame","Furniture","Furnishings","Other"
"CA-2016-140921","2016-02-03 00:00:00","25","959","2791","3","150","51","0.34","0","Allen Armold","Consumer","Central","Omaha","Nebraska","United States","68104","2016-02-05 00:00:00","First Class","Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver","Technology","Accessories","Kensington"
"CA-2016-140984","2016-09-14 00:00:00","178","1639","2792","9","13","5","0.35","0.2","Craig Carroll","Consumer","East","New York City","New York","United States","10011","2016-09-18 00:00:00","Standard Class","Wilson Jones Easy Flow II Sheet Lifters","Office Supplies","Binders","Wilson Jones"
"CA-2016-140984","2016-09-14 00:00:00","178","1452","2793","2","880","330","0.38","0.2","Craig Carroll","Consumer","East","New York City","New York","United States","10011","2016-09-18 00:00:00","Standard Class","Sharp 1540cs Digital Laser Copier","Technology","Copiers","Sharp"
"CA-2016-140984","2016-09-14 00:00:00","178","543","2794","6","991","258","0.26","0","Craig Carroll","Consumer","East","New York City","New York","United States","10011","2016-09-18 00:00:00","Standard Class","Economy Rollaway Files","Office Supplies","Storage","Other"
"CA-2016-141012","2016-06-09 00:00:00","774","517","2795","3","140","9","0.06","0.2","Trudy Glocke","Consumer","West","Pocatello","Idaho","United States","83201","2016-06-11 00:00:00","Second Class","Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black","Technology","Phones","Other"
"CA-2016-141012","2016-06-09 00:00:00","774","1040","2796","4","355","92","0.26","0","Trudy Glocke","Consumer","West","Pocatello","Idaho","United States","83201","2016-06-11 00:00:00","Second Class","Luxo Adjustable Task Clamp Lamp","Furniture","Furnishings","Luxo"
"CA-2016-141040","2016-10-09 00:00:00","749","1686","2797","4","24","11","0.45","0","Tim Brockman","Consumer","East","New York City","New York","United States","10024","2016-10-13 00:00:00","Second Class","Xerox 1895","Office Supplies","Paper","Xerox"
"CA-2016-141040","2016-10-09 00:00:00","749","942","2798","4","632","303","0.48","0","Tim Brockman","Consumer","East","New York City","New York","United States","10024","2016-10-13 00:00:00","Second Class","Jawbone JAMBOX Wireless Bluetooth Speaker","Technology","Phones","Jawbone"
"CA-2016-141145","2016-09-17 00:00:00","226","1406","2799","3","87","11","0.13","0.2","Denny Blanton","Consumer","South","Orlando","Florida","United States","32839","2016-09-23 00:00:00","Standard Class","SanDisk Cruzer 64 GB USB Flash Drive","Technology","Accessories","SanDisk"
"CA-2016-141243","2016-01-03 00:00:00","31","1131","2800","3","7","1","0.11","0.2","Amy Hunt","Consumer","Central","Dallas","Texas","United States","75217","2016-01-08 00:00:00","Second Class","Newell 317","Office Supplies","Art","Newell"
"CA-2016-141243","2016-01-03 00:00:00","31","600","2801","5","398","85","0.21","0.2","Amy Hunt","Consumer","Central","Dallas","Texas","United States","75217","2016-01-08 00:00:00","Second Class","Enermax Acrylux Wireless Keyboard","Technology","Accessories","Enermax"
"CA-2016-141243","2016-01-03 00:00:00","31","1198","2802","9","1352","-438","-0.32","0.32","Amy Hunt","Consumer","Central","Dallas","Texas","United States","75217","2016-01-08 00:00:00","Second Class","O'Sullivan Living Dimensions 5-Shelf Bookcases","Furniture","Bookcases","O'Sullivan"
"CA-2016-141250","2016-01-19 00:00:00","595","317","2803","1","102","-13","-0.13","0.3","Paul MacIntyre","Consumer","Central","Texas City","Texas","United States","77590","2016-01-23 00:00:00","Standard Class","Bevis Round Conference Table Top & Single Column Base","Furniture","Tables","Bevis"
"CA-2016-141250","2016-01-19 00:00:00","595","791","2804","4","199","-9","-0.04","0.3","Paul MacIntyre","Consumer","Central","Texas City","Texas","United States","77590","2016-01-23 00:00:00","Standard Class","Harbour Creations 67200 Series Stacking Chairs","Furniture","Chairs","Other"
"CA-2016-141327","2016-11-30 00:00:00","460","237","2805","7","6","-4","-0.7","0.7","Lena Radford","Consumer","South","Durham","North Carolina","United States","27707","2016-12-03 00:00:00","First Class","Avery Durable Binders","Office Supplies","Binders","Avery"
"CA-2016-141327","2016-11-30 00:00:00","460","291","2806","3","98","10","0.1","0.2","Lena Radford","Consumer","South","Durham","North Carolina","United States","27707","2016-12-03 00:00:00","First Class","Belkin 8 Outlet Surge Protector","Office Supplies","Appliances","Belkin"
"CA-2016-141327","2016-11-30 00:00:00","460","1043","2807","2","336","25","0.08","0.2","Lena Radford","Consumer","South","Durham","North Carolina","United States","27707","2016-12-03 00:00:00","First Class","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","Furniture","Furnishings","Luxo"
"CA-2016-141565","2016-09-20 00:00:00","69","776","2808","4","294","-59","-0.2","0.2","Barry Gonzalez","Consumer","South","Nashville","Tennessee","United States","37211","2016-09-24 00:00:00","Standard Class","Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h","Office Supplies","Storage","Gould Plastics"
"CA-2016-141565","2016-09-20 00:00:00","69","689","2809","6","1370","-913","-0.67","0.7","Barry Gonzalez","Consumer","South","Nashville","Tennessee","United States","37211","2016-09-24 00:00:00","Standard Class","GBC Ibimaster 500 Manual ProClick Binding System","Office Supplies","Binders","GBC"
"CA-2016-141593","2016-12-14 00:00:00","197","1835","2810","1","6","3","0.48","0","Darren Budd","Corporate","West","Los Angeles","California","United States","90045","2016-12-16 00:00:00","Second Class","Xerox 23","Office Supplies","Paper","Xerox"
"CA-2016-141593","2016-12-14 00:00:00","197","693","2811","3","34","12","0.34","0.2","Darren Budd","Corporate","West","Los Angeles","California","United States","90045","2016-12-16 00:00:00","Second Class","GBC Laser Imprintable Binding System Covers, Desert Sand","Office Supplies","Binders","GBC"
"CA-2016-141593","2016-12-14 00:00:00","197","903","2812","2","55","21","0.38","0.2","Darren Budd","Corporate","West","Los Angeles","California","United States","90045","2016-12-16 00:00:00","Second Class","Ibico Recycled Grain-Textured Covers","Office Supplies","Binders","Ibico"
"CA-2016-141593","2016-12-14 00:00:00","197","380","2813","2","274","10","0.04","0.2","Darren Budd","Corporate","West","Los Angeles","California","United States","90045","2016-12-16 00:00:00","Second Class","Bush Andora Conference Table, Maple/Graphite Gray Finish","Furniture","Tables","Bush"
"CA-2016-141740","2016-11-01 00:00:00","365","831","2814","2","205","14","0.07","0.1","Jeremy Farry","Consumer","East","New York City","New York","United States","10009","2016-11-05 00:00:00","Standard Class","Hon Comfortask Task/Swivel Chairs","Furniture","Chairs","Hon"
"CA-2016-141754","2016-12-20 00:00:00","279","194","2815","2","12","4","0.34","0.2","Evan Minnotte","Home Office","South","Miami","Florida","United States","33142","2016-12-25 00:00:00","Standard Class","Avery 486","Office Supplies","Labels","Avery"
"CA-2016-141768","2016-05-25 00:00:00","578","1595","2816","3","15","5","0.33","0","Nora Pelletier","Home Office","West","San Francisco","California","United States","94109","2016-05-27 00:00:00","Second Class","Ultra Door Push Plate","Furniture","Furnishings","Ultra"
"CA-2016-141810","2016-11-02 00:00:00","66","700","2817","7","29","-47","-1.6","0.8","Barry Blumstein","Corporate","Central","San Antonio","Texas","United States","78207","2016-11-07 00:00:00","Standard Class","GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies","Binders","GBC"
"CA-2016-141810","2016-11-02 00:00:00","66","34","2818","2","345","39","0.11","0.2","Barry Blumstein","Corporate","Central","San Antonio","Texas","United States","78207","2016-11-07 00:00:00","Standard Class","Aastra 6757i CT Wireless VoIP phone","Technology","Phones","Other"
"CA-2016-141936","2016-08-07 00:00:00","584","409","2819","3","19","6","0.34","0.2","Parhena Norris","Home Office","West","Bakersfield","California","United States","93309","2016-08-12 00:00:00","Standard Class","Cardinal Hold-It CD Pocket","Office Supplies","Binders","Cardinal"
"CA-2016-142027","2016-04-09 00:00:00","357","974","2820","3","370","-14","-0.04","0.2","Jay Kimmel","Consumer","West","Long Beach","California","United States","90805","2016-04-14 00:00:00","Standard Class","Laminate Occasional Tables","Furniture","Tables","Other"
"CA-2016-142041","2016-06-07 00:00:00","253","17","2821","5","8","3","0.35","0.2","Eleni McCrary","Corporate","West","Los Angeles","California","United States","90036","2016-06-09 00:00:00","Second Class","3-ring staple pack","Office Supplies","Binders","3-ring staple pack"
"CA-2016-142055","2016-05-08 00:00:00","17","1705","2822","2","38","18","0.48","0","Alejandro Ballentine","Home Office","East","New York City","New York","United States","10009","2016-05-10 00:00:00","First Class","Xerox 1912","Office Supplies","Paper","Xerox"
"CA-2016-142139","2016-08-31 00:00:00","698","1086","2823","4","21","7","0.33","0.2","Shirley Daniels","Home Office","Central","Bedford","Texas","United States","76021","2016-09-05 00:00:00","Standard Class","Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""","Office Supplies","Paper","Message Book"
"CA-2016-142202","2016-09-18 00:00:00","413","600","2824","9","717","152","0.21","0.2","Justin Ritter","Corporate","South","Jacksonville","Florida","United States","32216","2016-09-23 00:00:00","Second Class","Enermax Acrylux Wireless Keyboard","Technology","Accessories","Enermax"
"CA-2016-142237","2016-07-11 00:00:00","172","67","2825","3","3","-2","-0.8","0.7","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","Acco Suede Grain Vinyl Round Ring Binder","Office Supplies","Binders","Acco"
"CA-2016-142237","2016-07-11 00:00:00","172","24","2826","4","6","-5","-0.73","0.7","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","3M Organizer Strips","Office Supplies","Binders","3M"
"CA-2016-142237","2016-07-11 00:00:00","172","1149","2827","5","11","1","0.08","0.2","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","Newell 333","Office Supplies","Art","Newell"
"CA-2016-142237","2016-07-11 00:00:00","172","1052","2828","6","25","3","0.14","0.2","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","Master Big Foot Doorstop, Beige","Furniture","Furnishings","Other"
"CA-2016-142237","2016-07-11 00:00:00","172","873","2829","7","290","36","0.13","0.2","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock","Furniture","Furnishings","Howard Miller"
"CA-2016-142237","2016-07-11 00:00:00","172","1179","2830","8","341","-73","-0.21","0.3","Clytie Kelty","Consumer","East","Philadelphia","Pennsylvania","United States","19134","2016-07-13 00:00:00","First Class","Novimex Fabric Task Chair","Furniture","Chairs","Novimex"
"CA-2016-142377","2016-12-04 00:00:00","531","1671","2831","7","86","40","0.47","0","Michael Stewart","Corporate","Central","Springfield","Missouri","United States","65807","2016-12-09 00:00:00","Standard Class","Xerox 1881","Office Supplies","Paper","Xerox"
"CA-2016-142419","2016-07-11 00:00:00","691","1687","2832","3","30","13","0.45","0","Shahid Collister","Consumer","West","Seattle","Washington","United States","98115","2016-07-13 00:00:00","Second Class","Xerox 1896","Office Supplies","Paper","Xerox"
"CA-2016-142419","2016-07-11 00:00:00","691","1648","2833","3","98","34","0.35","0.2","Shahid Collister","Consumer","West","Seattle","Washington","United States","98115","2016-07-13 00:00:00","Second Class","Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue","Office Supplies","Binders","Wilson Jones"
"CA-2016-142433","2016-04-20 00:00:00","267","1709","2834","3","117","44","0.38","0.2","Erica Smith","Consumer","Central","Houston","Texas","United States","77036","2016-04-25 00:00:00","Standard Class","Xerox 1916","Office Supplies","Paper","Xerox"
"CA-2016-142454","2016-08-15 00:00:00","629","1101","2835","3","70","19","0.27","0","Richard Eichhorn","Consumer","West","Oakland","California","United States","94601","2016-08-19 00:00:00","Standard Class","Mobile Personal File Cube","Office Supplies","Storage","Other"
"CA-2016-142454","2016-08-15 00:00:00","629","1563","2836","7","104","28","0.27","0","Richard Eichhorn","Consumer","West","Oakland","California","United States","94601","2016-08-19 00:00:00","Standard Class","Tensor Computer Mounted Lamp","Furniture","Furnishings","Tensor"
"CA-2016-142475","2016-12-03 00:00:00","92","713","2837","6","590","207","0.35","0.2","Bill Stewart","Corporate","East","New York City","New York","United States","10011","2016-12-07 00:00:00","Standard Class","GBC Therma-A-Bind 250T Electric Binding System","Office Supplies","Binders","GBC"
"CA-2016-142601","2016-04-18 00:00:00","216","1691","2838","2","62","28","0.45","0","Deanra Eno","Home Office","West","Los Angeles","California","United States","90004","2016-04-20 00:00:00","Second Class","Xerox 19","Office Supplies","Paper","Xerox"
"CA-2016-142601","2016-04-18 00:00:00","216","1560","2839","7","947","9","0.01","0","Deanra Eno","Home Office","West","Los Angeles","California","United States","90004","2016-04-20 00:00:00","Second Class","Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand","Office Supplies","Storage","Tennsco"
"CA-2016-142692","2016-10-23 00:00:00","33","260","2840","1","4","1","0.31","0.2","Andrew Gjertsen","Corporate","West","Seattle","Washington","United States","98105","2016-10-28 00:00:00","Standard Class","Avery Non-Stick Binders","Office Supplies","Binders","Avery"
"CA-2016-142734","2016-04-16 00:00:00","222","1182","2841","2","128","3","0.02","0.1","Denise Monton","Corporate","East","New York City","New York","United States","10024","2016-04-21 00:00:00","Standard Class","Novimex Turbo Task Chair","Furniture","Chairs","Novimex"
"CA-2016-142755","2016-09-04 00:00:00","156","129","2842","2","4","2","0.47","0","Christine Sundaresam","Consumer","South","Roswell","Georgia","United States","30076","2016-09-08 00:00:00","Standard Class","Ampad Evidence Wirebond Steno Books, 6"" x 9""","Office Supplies","Paper","Ampad"
"CA-2016-142755","2016-09-04 00:00:00","156","1438","2843","2","15","7","0.49","0","Christine Sundaresam","Consumer","South","Roswell","Georgia","United States","30076","2016-09-08 00:00:00","Standard Class","Security-Tint Envelopes","Office Supplies","Envelopes","Other"
"CA-2016-142755","2016-09-04 00:00:00","156","1700","2844","5","280","137","0.49","0","Christine Sundaresam","Consumer","South","Roswell","Georgia","United States","30076","2016-09-08 00:00:00","Standard Class","Xerox 1908","Office Supplies","Paper","Xerox"
